,LeadROName,Department,ProjectCategory,AwardPounds,Region,year
3552,University of Leeds,School of Earth and Environment,Research Grant,682521.0,Yorkshire and The Humber,2013
3553,University of Birmingham,School of Psychology,Research Grant,682041.0,West Midlands,2018
3554,Jaguar Land Rover Limited,,Feasibility Studies,203003.0,West Midlands,2017
3555,University of Edinburgh,The Roslin Institute,Fellowship,284774.0,Scotland,2016
3556,University of Warwick,School of Life Sciences,Research Grant,427889.0,West Midlands,2016
3557,University of East Anglia,Biological Sciences,Research Grant,560660.0,East of England,2018
3558,University of Edinburgh,Sch of Informatics,Training Grant,4726270.0,Scotland,2014
3559,King's College London,Diabetes & Nutritional Sciences,Training Grant,103042.0,London,2015
3560,Newcastle University,Sch of Engineering,Research Grant,404136.0,North East,2018
3561,Composites Evolution Limited,,Collaborative R&D,373108.0,East Midlands,2018
3562,University of Strathclyde,Mechanical and Aerospace Engineering,Research Grant,373233.0,Scotland,2018
3563,University College London,Institute of Neurology,Research Grant,1417253.0,London,2016
3564,Northumbria University,,Knowledge Transfer Partnership,93789.0,North East,2017
3565,University of Oxford,Sir William Dunn Sch of Pathology,Fellowship,2521944.0,South East,2013
3566,CIRAD,CIRAD Paris,Research Grant,151872.0,Outside UK,2015
3567,Vaccines Manufacturing and Innovation Centre UK Ltd,,CRD,65111000.0,,2018
3568,University of Surrey,Research Finance,Training Grant,645360.0,South East,2015
3569,University of Dundee,Science and Engineering Office,Research Grant,125000.0,Scotland,2018
3570,Knowledge Transfer Network,,Knowledge Transfer Network,51741264.0,South West,2015
3571,University of Oxford,Materials,Research Grant,203717.0,South East,2015
3572,University of Sheffield,Chemistry,Research Grant,199580.0,Yorkshire and The Humber,2017
3573,University of Oxford,Clinical Neurosciences,Fellowship,985151.0,South East,2013
3574,University of Strathclyde,Mechanical and Aerospace Engineering,Research Grant,379691.0,Scotland,2015
3575,Lancaster University,Medicine,Training Grant,90000.0,North West,2017
3576,Upside Energy Ltd,,Feasibility Studies,155664.0,North West,2018
3577,University College London,Epidemiology and Public Health,Research Grant,316235.0,London,2015
3578,University of Surrey,ATI Physics,Research Grant,344862.0,South East,2016
3579,University of Kent,Admissions and Partnership Services,Training Grant,80670.0,South East,2015
3580,University of Bristol,School of Arts,Research Grant,766918.0,South West,2016
3581,University of Kent,Sch of Engineering & Digital Arts,Research Grant,361127.0,South East,2016
3582,The University of West London,,CRD,100000.0,Unknown,2018
3583,Tengio  Ltd,,CRD,46741.0,Unknown,2018
3584,Imperial College London,Dept of Medicine,Research Grant,506305.0,London,2017
3585,NERC British Geological Survey,Engineering Geology,Research Grant,188293.0,East Midlands,2017
3586,University of Aberdeen,"Sch of Medicine, Medical Sci & Nutrition",Research Grant,376436.0,Scotland,2017
3587,Imperial College London,Institute of Clinical Sciences,Training Grant,104696.0,London,2016
3588,University of Oxford,Biochemistry,Fellowship,1321342.0,South East,2018
3589,King's College London,Physics,Training Grant,233568.0,London,2015
3590,University of Exeter,University of Exeter Medical School,Research Grant,80633.0,South West,2018
3591,University College London,Chemistry,Research Grant,105517.0,London,2015
3592,University of Manchester,Physics and Astronomy,Fellowship,866379.0,North West,2016
3593,University of Kent,Admissions and Partnership Services,Training Grant,294488.0,South East,2014
3594,Oxford Brookes University,"Faculty of Tech, Design and Environment",Research Grant,772178.0,South East,2017
3595,University of Sheffield,Music,Research Grant,342831.0,Yorkshire and The Humber,2017
3596,"Queen Mary, University of London",Physics,Research Grant,710337.0,London,2017
3597,The Bio Nano Centre Limited,,Collaborative R&D,227227.0,London,2016
3598,University of Sheffield,Molecular Biology and Biotechnology,Research Grant,287516.0,Yorkshire and The Humber,2018
3599,University of York,Biology,Research Grant,324217.0,Yorkshire and The Humber,2016
3600,Air Control Entech Limited,,Collaborative R&D,783928.0,Unknown,2018
3601,University of Leeds,Ctr for Plant Sciences,Research Grant,203293.0,Yorkshire and The Humber,2015
3602,King's College London,Developmental Neurobiology,Research Grant,571829.0,London,2018
3603,University of Glasgow,School of Chemistry,Research Grant,98151.0,Scotland,2017
3604,University of Huddersfield,Sch of Applied Sciences,Research Grant,303248.0,Yorkshire and The Humber,2018
3605,Biogelx Limited,,EU-Funded,121315.0,Unknown,2017
3606,Energy Srs Ltd,,Collaborative R&D,720273.0,South West,2018
3607,Imperial College London,Dept of Physics,Research Grant,1582438.0,London,2013
3608,University of Birmingham,Metallurgy and Materials,Research Grant,1003549.0,West Midlands,2016
3609,"Royal Holloway, University of London",Information Security,Fellowship,775542.0,South East,2016
3610,University of York,Physics,Research Grant,1127251.0,Yorkshire and The Humber,2017
3611,Swansea University,School of Engineering,Fellowship,477185.0,Wales,2018
3612,University of Cambridge,Physics,Training Grant,774004.0,East of England,2015
3613,University of Nottingham,Faculty of Engineering,Research Grant,1003586.0,East Midlands,2016
3614,University of York,Physics,Research Grant,471670.0,Yorkshire and The Humber,2017
3615,Newcastle University,Sch of Engineering,Research Grant,169479.0,North East,2014
3616,University of Oxford,Engineering Science,Research Grant,4466184.0,South East,2015
3617,University of Southampton,Sch of of Electronics and Computer Sci,Fellowship,1105048.0,South East,2013
3618,University of Exeter,Politics,Research Grant,486296.0,South West,2016
3619,Cascade Technologies Limited,,Feasibility Studies,258347.0,Scotland,2017
3620,University of Essex,,Knowledge Transfer Partnership,125532.0,East of England,2018
3621,University of Oxford,Biochemistry,Training Grant,98212.0,South East,2017
3622,University of Liverpool,Archaeology Classics and Egyptology,Research Grant,145289.0,North West,2015
3623,Imperial College London,Life Sciences,Research Grant,3582420.0,London,2016
3624,University of Nottingham,Sch of Biosciences,Training Grant,98212.0,East Midlands,2017
3625,University of Bath,,Knowledge Transfer Partnership,151358.0,South West,2015
3626,University of Sussex,Sch of Mathematical & Physical Sciences,Research Grant,224310.0,South East,2013
3627,University of Liverpool,Physics,Training Grant,664490.0,North West,2015
3628,University of Strathclyde,Mechanical and Aerospace Engineering,Research Grant,14339.0,Scotland,2018
3629,Zoological Soc London Inst of Zoology,Institute of Zoology,Research Grant,273877.0,London,2016
3630,Westfield Sportscars Ltd,,Collaborative R&D,3909859.0,Unknown,2017
3631,University of Birmingham,Immunity and Infection,Research Grant,205444.0,West Midlands,2016
3632,University of Manchester,Earth Atmospheric and Env Sciences,Fellowship,371456.0,North West,2018
3633,King's College London,Child and Adolescent Psychiatry,Fellowship,237282.0,London,2018
3634,University of Southampton,Cancer Sciences,Fellowship,148938.0,South East,2017
3635,Loughborough University,Loughborough Design School,Research Grant,44307.0,East Midlands,2017
3636,Newcastle University,Sch of Engineering,Research Grant,1024864.0,North East,2016
3637,University of Oxford,Statistics,Research Grant,533977.0,South East,2018
3638,University of Birmingham,School of Physics and Astronomy,Research Grant,3480008.0,West Midlands,2015
3639,University of Bristol,Earth Sciences,Research Grant,180519.0,South West,2016
3640,Lancaster University,Computing & Communications,Training Grant,982367.0,North West,2015
3641,Flexenable Limited,,EU-Funded,221206.0,East of England,2017
3642,Imperial College London,Dept of Medicine,Research Grant,413640.0,London,2018
3643,GKN Aerospace Services Limited,,BIS-Funded Programmes,4850000.0,South East,2017
3644,Newcastle University,Sch of Engineering,Research Grant,805172.0,North East,2015
3645,University of Plymouth,Sch of Psychology,Research Grant,290069.0,South West,2017
3646,University of Plymouth,Sch of Geog Earth & Environ Sciences,Research Grant,211385.0,South West,2017
3647,University of Sussex,Sch of Life Sciences,Research Grant,324635.0,South East,2018
3648,Ymgynghorwyr Lisk & Jones Cyf,,Collaborative R&D,407949.0,Wales,2016
3649,University of Dundee,Medicine Office,Research Grant,4032595.0,Scotland,2013
3650,King's College London,Physics,Research Grant,330703.0,London,2016
3651,NERC British Antarctic Survey,Science Programmes,Research Grant,2479265.0,East of England,2015
3652,University of Edinburgh,The Roslin Institute,Research Grant,100000.0,Scotland,2017
3653,NERC Centre for Ecology and Hydrology,Water Resources (Wallingford),Research Grant,435081.0,South East,2018
3654,Bangor University,,Knowledge Transfer Partnership,66203.0,Wales,2016
3655,University College London,Oncology,Research Grant,133020.0,London,2017
3656,Imperial College London,Dept of Medicine,Research Grant,4076796.0,London,2014
3657,Imperial College London,Design Engineering,Research Grant,998335.0,London,2017
3658,University of Strathclyde,Research and Knowledge Exchange Services,Training Grant,830493.0,Scotland,2017
3659,University of Sheffield,Urban Studies and Planning,Research Grant,400765.0,Yorkshire and The Humber,2016
3660,University of Leeds,Sch of Chemistry,Research Grant,13316.0,Yorkshire and The Humber,2018
3661,University of Edinburgh,Sch of Molecular. Genetics & Pop Health,Fellowship,1045888.0,Scotland,2018
3662,University of Nottingham,Faculty of Engineering,Research Grant,2151283.0,East Midlands,2013
3663,University of Liverpool,"Mech, Materials & Aerospace Engineering",Research Grant,692318.0,North West,2017
3664,University of Nottingham,Research and Graduate Services,Training Grant,7602238.0,East Midlands,2018
3665,University of Surrey,Physics,Training Grant,319467.0,South East,2015
3666,University of Edinburgh,Sch of Molecular. Genetics & Pop Health,Research Grant,2197060.0,Scotland,2012
3667,Queen's University of Belfast,Electronics Electrical Eng and Comp Sci,Research Grant,713111.0,Northern Ireland,2017
3668,Tyco Electronics UK Ltd,,Collaborative R&D,896146.0,South West,2015
3669,Hieta Technologies Ltd,,Collaborative R&D,1114332.0,South East,2017
3670,Fabrx Limited,,Collaborative R&D,658001.0,Unknown,2018
3671,University of Exeter,University of Exeter Medical School,Research Grant,458361.0,South West,2015
3672,London School of Economics & Pol Sci,Law,Fellowship,98519.0,London,2018
3673,University of Brighton,,Knowledge Transfer Partnership,145518.0,South East,2018
3674,University of the West of Scotland,,CRD,120331.0,Scotland,2018
3675,University of St Andrews,Mathematics and Statistics,Research Grant,524184.0,Scotland,2018
3676,University of Bristol,Physics,Training Grant,162816.0,South West,2017
3677,Imperial College London,Life Sciences,Research Grant,495494.0,London,2017
3678,Imperial College London,Dept of Medicine,Training Grant,90000.0,London,2018
3679,Cavendish Nuclear Limited,,Small Business Research Initiative,1398328.0,London,2018
3680,University of Edinburgh,Sch of Physics and Astronomy,Research Grant,1914949.0,Scotland,2014
3681,Queen's University of Belfast,Research and Regional Services,Training Grant,1869036.0,Northern Ireland,2014
3682,University of Strathclyde,Pure and Applied Chemistry,Research Grant,10684.0,Scotland,2018
3683,University College London,Geography,Research Grant,203572.0,London,2017
3684,University of Birmingham,School of Physics and Astronomy,Research Grant,113456.0,West Midlands,2017
3685,London School of Economics & Pol Sci,Government,Research Grant,120804.0,London,2017
3686,Cardiff University,Chemistry,Training Grant,4504580.0,Wales,2014
3687,Bournemouth University,Faculty of Media and Communication,Fellowship,185750.0,South West,2018
3688,University College London,Earth Sciences,Research Grant,669148.0,London,2015
3689,University of Sussex,Sch of Engineering and Informatics,Fellowship,253829.0,South East,2013
3690,Antich & Sons (Huddersfield) Limited,,Collaborative R&D,493953.0,Yorkshire and The Humber,2017
3691,"The Jenner Institute, University of Oxford",,Small Business Research Initiative,3463675.0,South East,2017
3692,Brunel University,Ctr for Advanced Solidification Tech,Research Grant,593690.0,London,2015
3693,University of Exeter,Biosciences,Research Grant,502000.0,South West,2016
3694,University of Exeter,Geography,Research Grant,242250.0,South West,2014
3695,University of Southampton,Faculty of Engineering & the Environment,Research Grant,1003421.0,South East,2017
